Text,target
"I originally purchased this for a diabetic cat. Unfortunately the carbohydrate values are higher than she can handle well. According to their customer service representative on September 1, 2009 ""The carbs, as fed are 12%.""<br /><br />Since I had a bag of cat food I couldn't feed to the cat it was purchased for I began feeding it to my other cats. Their hair coats are much improved, which is interesting since they weren't that bad to start with, and the thinner cat that had a hard time maintaining her weight is now carrying a very good weight. All of the cats I've tried to feed it to have found it very palatable as long as the bag is sealed well when it arrives and is kept sealed when not in use.",1.0
DANGEROUS BONES!!! Little dogs love these bones because they are tasty BUT they are truly dangerous. Our family Maltese (Pebbles) who had just turned one choked to death on one. They are not even safe if your supervising your dog because our dog choked on one in the presence of my sister. We were unable to do anything for her as we watched in horror as she slowly stopped breathing and got her to the vet in less than ten minutes. The vet attempted an emergency procedure and removed two peices and the bone had also tore her trachea. Her death was caused by these bones. These bones are not worth your precious pets life as it tore our family apart.,0.0
"Although I have a shot of scotch several times a week, I don't own a shot glass.  When I saw this item online, I thought it was a great ""excuse"" to get one since it'll serve both as a shot glass and an aerator (expensive one at that..!!!)  It actually works.  You can tell the difference when pouring straight out of the bottle vs. through this aerator.  Just like the one for wine, this brings out the bouquet of the spirit and the taste is slightly more pronounced.",2.0
"I was really impressed, and I think this is my new favorite flavor. I wish they had this in the full size tins, although i assume they aren't very popular. it tastes a lot like peppermint, but there is a distinct difference. this one tastes more Swedish. yes, it tastes Swedish.",1.0
"Bought these at Whole Foods and served them with very nice guacamole.  Everyone had an odd look on his face as they chewed and chewed on these things.<br /><br />""Spicy cardboard"" was about the nicest thing anyone had to say.  One person said they would make nice wood filler.",0.0
"I used to sell these cookies in my health food store.  Several years ago my celiac and gluten sensitive customers began complaining that they had reacted to these cookies.  I read the back of the box,(you should always read the back of the box) where it stated that these cookies were made on equipment also used to process wheat.  I also found that in order to make these cookies more price competitive, the manufacturer added soy flour to the recipe.  I would suggest to anyone who is celiac to look for another brand that is made in dedicated wheat free facility.",0.0
"I like many of the Japanese snack food items, but this is definitely my favorite! I don't really know how to describe them...the filling is sort of a whipped, soft kind of chocolate/vanilla/strawberry flavored concoction in a sugar cone. Whatever it is, is DELICIOUS.",2.0
"I was born and grew up in Indianolia, Iowa, which during my youth was a small town just south of Des Moines (its a lot bigger now!).  I have always been a hometown boy!  I love my hometown.  I have VERY fond memories of my hometown.  I would do anything for my hometown.  Imagine my joy when I came across the listing for ""Hometown Favorites"" candy!  How fantastic, an entire box of candy made in my hometown of Indianolia, Iowa!  I figured this would be the greatest box of candy I ever bought, one that would combine my moderate love of sweets and my gigantic love of my hometown.<br /><br />I anticipated the arrival of my candy for several days; each day bring me closer and closer to the edge of expectation overload.  Finally, the candy arrived and I busted open the box furiously pouring over the wide selection of candies and scanning the wrappers for any hint of Indianolia, Iowa.  Imagine my incredible disappointment when my hometown was not mentioned on one single piece of candy or even the box for that matter.  Heatedly, I ran to my computer with my new box of candy.  I typed and typed, my original joy dissipating with each keystroke as i learned one piece of candy after another was manufactured somewhere other than Indianolia!<br /><br />This product description is false advertising!  This candy had NO connection to my hometown of Indianolia.  This product gets one star for suckering me into buying it by capitalizing on my hometown pride.<br /><br />The candy was delicious though.",0.0
"Stevia is kind of funny. Brands and batches vary. Sometimes you get a batch that isn't very sweet or has more of an aftertaste (bitterness). Usually, I only have to use 1/16 of a tsp of NOW Stevia to sweeten my morning coffee. The batch I received this time is weak, so I have to use twice as much. (Thank goodness it isn't bitter though.) So it goes with using a natural sweetener. The leaves from which this batch of stevia was extracted must not have had a very high concentration of rebaudiana. I strongly believe that the manufacturer should test out each batch made for quality before packaging it so customers aren't disappointed. Oh, well, better luck next time. I'll still use stevia as a sweetener (I use it in everything I need sweetened). I'm just going to wait a while before buying more NOW stevia until I'm fairly certain all of this batch has been sold.",1.0
"At first I was thinking they were incredibly expensive, but after I thought about what is in them (whole almonds and macadamia nuts) it's probably a very fair price.  They are really really good! I figured they'd make a good breakfast bar but I've found myself eating them for dessert instead of chocolate - they're that good.",1.0
"For anyone that has never ate these, you're mind will be blown! Especially if you been eating such brands as Pop Tarts which use artificial flavors, colors, preservatives, and GMOs worst of all! These taste better and are better for you!They are made with REAL INGREDIENTS and I feel sorry for those who have never tried these and continue to eat the other brands. YOU ARE MISSING OUT! Its a win win situation with these. It'd be nice to buy them here, but keep in mind, other than grocery stores and health food stores I've found them at Walmart too. You can find them many places. Natures Path is one of the best organic companies too on top of that. Great to support.",2.0
"My indoor cat loves cat grass. I've tried a few other products, but they either get knocked over by my cat due to the flimsy design, or the grass doesn't grow very quickly.  This grass planter kit is GREAT! It has a beautiful design and the solid base stays put in my kitchen bay window.  The grass began growing within 2-3 days and my cat happily noshes on it several times a day now.  He's a big cat, but, so far, he has not knocked the base over when he sniffs and chews on it.  Happy kitty - happy owner!",2.0
"These were okay - but not worth the price even at subscribe and save for what you actually get.<br />The flavors are interesting, but not all that great tasting.  Worth a try once, but I would not purchase them again.",1.0
"I am a cola junkie. I can't get enough Pepsi, Coke, or even RC Cola. The problem is all the extra calories. I cannot tolerate aspartame or sucralose (poisons!) because they both make me extremely naseated. Now I can drink ""diet"" soda. It's guilt-free bliss!<br /><br />As a non-diet soda drinker, I really don't mind the slight aftertaste of Zevia cola at all. It's sweet and lingering for the first few sips, but it's barely noticeable after that. From what I remember of Diet Coke and Diet Pepsi, they left a very chemical-tasting coating in my mouth. Not only did they make me physically ill, they tasted awful! Zevia actually tastes good to me, someone who doesn't normally drink diet sodas.<br /><br />If this miracle beverage was a little cheaper, I think everyone, diet and non-diet soda lovers alike, would be enjoying it. I can't wait for the price to drop. That's really the only complaint I have about the product.",2.0
"My wife says that she can taste a mild sweetness from the blue corn -- I cannot.  Honestly they taste like regular corn chips to me.  The difference is that without a thick coating of salt attached, like essentially ever other chip on the market, I _can_ taste what's on top of my chips.<br /><br />Me, I like 'em with nacho cheese.  It's amazing to not have my lips searing from the salt as I eat hot dipping dressings.<br /><br />I wish I didn't have to buy a case at a time to get the good price, but the bags are fairly small, so you'll go through them fast at a party.",2.0
"They took out the sugar, but replaced it with sucralose.  I ordered this because I like less flavoring and more of a plain oatmeal taste.  If calories were a concern, I wouldn't eat instant flavored oatmeal at all.  Duh.<br /><br />Deceptively labeled and marketed, terrible product.",0.0
When I opened the box all I got were 6 very hard bags of dried up sugar. Very disappointing.,0.0
"These cappucino k-cups are truly awful. I pre-ordered this one as well as the french vanilla one and they are both horrible. The consistency, taste, and smell are exactly like the cappucino you get out of those machines at the gas station. Don't bother, there are way better k-cups out there...the green mountain espresso one and the gloria jean cappucino ones are much better. Yes you have to mix your own milk in, but you can get creative and get a cheap foamer to use with different flavored creamers. Way better.",0.0
I first found this tea in Australia.  It is great to be able to purchase it here.  I love the spiciness of the Australian Breakfast tea!  Excellent service too!,2.0
Always ready to try something new.  The problem with this product is that it did not have a lot of flavour to it.  You would expect a strong expresso taste but what I tasted was water?<br /><br />The only plus with this is that it only has 100 calories.  But when I want a cold coffee shot I will stick to my Frappacino (bottled from the grocery store not from the Starbucks),1.0
"For people avoiding sugar, Murray Sugar Free Cookies Oatmeal, are good enough! This whole thing about sugar free products got me intrigued and confused at the same time. Some products that advertised as being sugar free have a lot of other sources of sugar, like alcohol, that are high. The feeling I get with Murray's is that they are reliable in their claims. I see them in all sorts of reputable publications and that gives me encouragement regarding their advertisement. As to the taste I can say they are pretty good tasting. Have tried their other ones and this one and the chocolate are the ones I favor. Who am I? Hungry hungry all the time for sweets but I realize not all sugar free items are created equal. For now a decent 4 stars rating!",1.0
I'm an ER doctor and work long hours - sometimes day shifts and sometimes night shifts. I've always struggled with finding something healthy I could take to stay awake. Coffee tends to give me heartburn and the 5 hour energy drinks don't do anything for me. One of my friends gave me one of these pills to try and I was AMAZED. Literally right after taking it I felt more alert. It lasted for about ten hours and then I was able to sleep without feeling a crash. I was more social/friendly and just felt like my eyes were more open/aware. I could do my job better. I've never had anything like this before. Needless to say I bought a bottle and shared it with all the people I work with and they're all hooked. I haven't heard a single person say it doesn't work for them. I don't know where this stuff came from but it's the real deal.,2.0
"WHEN THEY CALL IT BREAD THEY ARE TELLING THE TRUTH..........IT'S MOSTLY BREAD WITH A LITTLE FLAVORING INSIDE.  I HAVE BEEN BUYING THIS ITEM FOR A FEW YEARS NOW AND IT'S GOTTEN LOUSIER EVERY YEAR.  AT FIRST IT WAS VERY TASTY WITH LOTS OF CHEESE AND RECOGNIZALE VEGES AND MEATS INSIDE BUT NOT SO ANYMORE.  I DECIDED TO TRY IT ONE MORE TIME AND I REGRET THAT DECISION.  IT'S NOW TASTELESS ROLLS OF BREAD WITH NO CHEESE AT ALL.  AND DRY....OHHH.... SO DRY!!!  I WILL DEFINITELY NEVER BUY THIS PRODUCT AGAIN.  I THOUGHT IT MIGHT BE A NEW CHEF BUT I FIND IT HARD TO BELIEVE IT IS BEING MADE WITH CHEAPER AND POORER QUALITY FOOD WITHOUT SAVING $$ IN MIND.  MAYBE YOU'LL LIKE EXPENSIVE DRY, TASTELESS HUNKS OF DOUGH BUT I DON'T.  I NO LONGER RECOMMEND THIS PRODUCT. AND DON'T BELIEVE THE PICTURE, IT DOES NOT LOOK LIKE THAT ANYMORE!!",0.0
If you need to stay awake this will do it. I can't drink one every day but when I do drink one I am wide awake and alert. Maybe also a little jumpy. Doesn't seem to have a crash at the end.,1.0
"Like many of the other reviewers, I've tried all of the premium dog foods out there. When our family hit some tough financial times, I began looking for a good food that would be a better fit with our budget. This food absolutely fits the bill.  My golden retriever mix is not crazy about it, but that doesn't bother me that much--he's a good weight, and he will eat it when he's hungry.  He's had some allergy issues in the past and I was sure this food would kick them into gear, but it didn't--after fully transitioning to this food he has not gotten itchy at all.  I'm definitely going to stick with Chicken Soup... why pay twice as much on dog food if you don't have to?",2.0
Clean tasting cookies. Just wish they can make it a little less sweet. Much better tasting and superior ingredients than regular cookies like Oreo. You can feel the difference in every bite.,2.0
"The lemon flavor is a little overwhelming, almost tasting artificial. I need to drink this with ice and it tastes pretty good like this!",1.0
"I absolutely love this tea. It has the right blends. They don't sell it anywhere, where I live. Thankfully I can go online to amazon and buy a huge box to last. Worth the money!!",2.0
"Okay, I know this is instant but come on. It is not drinkable! I've tried the Italian and the Colombian in the VIA and they are superior to this garbage. I think they need to go back to the drawing board on this one.  It is just gross.  I was expecting something closer to the previous coffees that they came out with in the VIA.  This is not close. All I can say is YUCK.",0.0
"I basically gave up ""flavored"" coffee years ago after a brief love affair with coffee beans laced with chocolate, vanilla, raspberry, gran marnier, etc. But this Vanilla Starbucks is different than the flavored coffees I used to drink. This does taste like a nice, full bodied coffee (and not bitter) with just a subtle hint of real vanilla taste and aroma. It reminds me more of a cup of coffee after adding a shake or two of the real vanilla powder. Its very satisfying. While I still prefer the dark italian roasts this is a real treat and fits perfectly into the holiday season. Excellent!",2.0
"The lies about MIRO abound.<br /><br />If any care to GOOGLE the additive involved in the lie, you will see the truth.<br />you might start here.<br /><br />[..]<br /><br />  or just GOOGLE  Propylene Glycol<br /><br />  why Amazon allows this slander I know not why..",1.0
This is a little pricey for the quality.  It can be made to work with the B150 but you need to modify the K Cup holder.  There are two ribs in the holder that need to be removed with a Dremel or similar tool in order to use it.  The first time I put the cup in it didn't fit.  After removing the two ribs it works fine.  Makes no difference when using standard K-Cups after the modification.  Just be sure not to put a hole in the side of the holder or it won't work anymore.  Also would be pretty sure this would void the warranty.,1.0
"My husband really likes his coffee strong but Jet Fuel was even too strong for him.  If you want a dark, bold, and strong tasting coffee then go for it otherwise you will find yourself watering it down.",1.0
"Supposedly increases milk production? Yeah, I didn't see a difference after drinking this for a good 3+ weeks. Aside from that, it doesn't smell or taste very good. Very herbal medicine-like.",0.0
"I've tried so many different Jasmine teas and this one is my favorite. There are some I just do not like. This brand has a wonderful flavor. I have been drinking this for about 5 years now, it is a good deal if you buy this from Amazon on auto ship. You can't beat the price.",2.0
"Okay, like, is there really a big difference between the different brands of chocolate syrup?  YES!  And for my tastes, Bosco is the best (with UBet coming in for a close second).  I generally try to avoid products made with corn syrup, but an infrequent helping of Bosco chocolate syrup is a tasty treat.",2.0
"Both the 5-Star and the 1-Star reviewers have a point.  German potato dumplings are an acquired taste.  I married a good German(-American)girl and we were stationed in Germany (Bavaria) for four years, so I've acquired the taste.  The mix isn't quite as good as the Gastehaus staple, but the dumplings are pretty darn close.  If you try them on your redneck dinner guests without warning, however, you're liable to get a 1-Star reaction.  They are heavy and gummy.  With Sauerbraten und Rotkohl, that's what makes them great.",1.0
"My cat really enjoys these pet greens. We need to break them in half for him or he finds it impossible to chew them. No big deal there though as it makes the bag last longer. I was floored on the huge price increase on these. In september 2011, I ordered these for 3.99 a bag and now in November 2011, they are 7.07 a bag. (same size bag and everything) Wowsa! Hoping that the price comes back down soon. ^..^",1.0
"Great tasting chocolate. I like their company vibe, too. Although, I wish they used all organic ingredients. ""All Natural"" is not organic.<br /><br />On a side note, the 48% is perfect. I tried their 88% and oh my gosh, I did not know that chocolate could taste that bitter. I tried Newman's Own 34% and thought it was pretty bad - could barely taste the chocolate.",1.0
"A friend recommended this tea, saying that it basically knocked her out at bedtime. I have two small kids so that really isn't a problem, but I liked the idea of a nice relaxing tea to enjoy during a little quiet time at night.<br /><br />This tea is wonderful. I brewed it up, enjoying the vapors, then drank it in a leisurely fashion (while watching ""Scrubs"", but that's neither here nor there). It is very tasty. My cat wanted to eat the teabag in a big way, which was charming. Then she climbed up on my lap to smell my breath, which was just adorable.<br /><br />I didn't doze off on the couch, which I half-expected based on what my friend had said, but I was verrrry melllooooooow. In a good way. A very good way.<br /><br />If you love tea but can't drink the caffeinated stuff at night, try this. It is yum.",2.0
I  love this  coffee.  Its  the best.  I  place an  order  for this  coffee  almost every  other  month. Why is this product not  part of  on the Subscribe & Save program?,2.0
We order this box about twice a month and recently the k-cups have been sent to use warped and broken. We've had to throw away a few from the box in the past few orders. Will be hesitant to purchase again!!,0.0
I tried the Nutiva brand after purchasing another brand of coconut oil. I love the taste of this brand and use it all the time - my local health food store has it on sale quite often. Coconut oil has many uses - I just scoop out enough product and place in storage containers to use on my hair/body and the rest stays in the kitchen to use for cooking. I find that it doesn't irritate my sensitive skin when I need to address dryness. Sometimes I add a drop or two of Eucalyptus essential oil to  the coconut oil and apply to my body as well. Works great as a hot oil treatment for your hair - since coconut oil is in a solid form at 76 degrees or less - just heat up a small amount in a container and apply to your hair.,2.0
"The Granola bars, with about a month left before being out of date, were stale, petrified and inedible.  I returned the product to the original seller.  Amazon charged double what the original merchant charged for the product.<br />All in all, a very disappointing experience.  I have bought from Amazon many times in the past and was always pleased with the merchandise.  This was the first ""FAIL"" for me.",0.0
"These cranberries are very yummy, soft, and chewy... They are a little sweeter than I would have liked but they are exactly as described, whole premium cranberries.",1.0
I really wanted to buy these but for some unhealthly reason MSG was used in the ingredients.  I'll be watching for the no MSG label on your future packaging.,0.0
"Used this kit to make my second attempt at Tamales.  The pot was plenty big, the only thing the kit was missing was some string to tie up the tamales and a recipe would have been nice.  Overall I am very happy with this product.",1.0
"This product is just horrible. I have never had litter track this bad. It gets stuck in her paws and she tracked it all the way to my bedroom which is far away from the box. That has never happened with any other litter. It is also ball shaped, so combined with the tracking problem, they are all over the kitchen floor and what a pain it is to sweep it up. They just roll all around. You couldn't pay me to use this product again. I used it for one week and through the rest of the bag in the garbage.",0.0
"I really wanted to like this product but the coffee tasted ""thin"" and there was a funny, somewhat sour aftertaste.  The coffee is lightly sweetened, which is fine, but other than that it was not a pleasant drink.  I do like Starbucks shelf-stable bottled drinks, so it's not that I don't like this type of product in general, I just didn't like this one.  I will not be buying this in the future.",0.0
"Ok I know how beneficial all the ingredients are in this dry food are. But my MAIN COMPLAINT is my cat (at least once a week) ends up pushing out STICKY POOP! He can't pinch the last bit off and it sticks to his butt and then he waltzes out into the living room and DRAGS HIS BUTT ON THE CARPET!!!!!!! Our healthy cat is a strictly indoor cat and he has all the access to water and is only fed this dry food by a Le Bistro automatic feeder. Don't tell me I have to supplement his dry food with wet food, that defeats the convenience of the automatic feeder.<br /><br />[...]",0.0
"This is hotter than tobasco but won't make you dunk your head under a sink. The best part is that it's delicious, such amazing flavor. Sorry to borrow a phrase, but I've been putting this SH*T on everything!",2.0
"If not making a cake from scratch...it has to be Duncan Hines. The texture and flavor is always best. Go to their website to see how you can create wonderful cakes and other desserts using their cake mixes. I've never had a ""fail"" with Duncan Hines.",2.0
"Product is good, but you save about 15% (assuming no sales tax) just buying it in your local grocery store.",0.0
"These chips are the whole family's favorite. They are just the right size to share, but not so big that they go stale before they are gone. Not greasy - very crispy. What more can be said about tortilla chips?",2.0
The big questions are:<br />1. Why would anyone put cheap instant coffee in a Keurig K-Cup?<br />2. Why isn't there a warning in advertising that the product is cheap instant coffee?<br />3. What are Amazon.com buyers thinking selling this crap?,0.0
"Thanks, your product worked great! The gumballs have a lot of flavor and are very refreshing. I'm glad to have found you.",2.0
We have purchased two 8oz poppers (red and Black and several cases of popcorn. We had an issue that we resolved quickly through customer service. They were fast and friendly to deal with. Great company!,2.0
"This dip mix is too salty, and it tastes more like onions than anything. You can achieve the same results from a package of onion soup mix and some sour cream..... I used it once, and the rest of the container is sitting in my cupboard. Don't bother.",0.0
i bought this product because of a recommendation and the reviews from amazon. It helps me regulate my weight but has not noticeably helped with my pain from muscle spasms and tight ligaments. This pain is due to my severe allergies which I have yet to find a solution for. I will continue to use this product 3 times a day.,1.0
"Since I eat a lot of dried fruit, I thought this purchase was a fantastic deal compared to the prices I pay for a different brand. I was extremely disappointed with this product. It was like eating pure sugar. The sugar taste overwhelmed the taste of the fruit. I ended up giving all 6 bags away, to people who loved it. I guess there is just no accounting for taste!",0.0
"""WOW! You're going to University of Washington!""  I made my son a box of things to take along to his dorm and thought this was fun to add.  I also gave one to his sister and grandma to share the excitement.  They loved it  :)",2.0
"I absolutely could not get my son to eat this. Hot, cold, thinned down, mixed in with other foods... nothing could make this appealing to my eight month old kid.",0.0
I think the pheromone encouraged breeding ...I swear there are now more moths than before !!,0.0
"Not as good as fresh ground, but this is the best K-Cup I've had.  Kona is definitely a treat, though I may grind my own and make my own K-Cup in future.<br /><br />If you don't like Kona, I wouldn't spend the money.  There are lots of blends out there that work.<br /><br />Service and shipping were very acceptable.",2.0
No wonder why this cereal is cheap. It does not smell very good or taste very good but I am sure it is healthy so I will eat it. I mix it with another cereal in order to add some taste. As soon as I opened the bag inside the box I knew it was not going to be a great tasting cereal due to the odd smell. Oh well you do not know until you try.,0.0
"I have been buying this for my diabetic cat.  He loves it, and his blood glucose does well with it.",2.0
tastes great  but i found the same product at walmart for 1/2 the price.  really!!  UPDATE  I double checked on the price at walmart and for the same product same amount it costs $6.43 compared to $11 95 here.,0.0
